41440=6690,29714,35320,6589,33258,41440
31088=6690,6983,43467,30998,43910,31088
16164=6690,24059,22516,47060,47107,16164
25944=6690,6831,17262,17557,5099,25944
27967=6690,16560,17816,25869,41598,27967
23821=6690,39761,19964,1630,40659,23821
46721=6690,19862,2661,1794,46790,46721
22024=6690,32028,47185,23191,19448,22024
33374=6690,16574,10181,45035,31344,33374
5128=6690,49838,46203,33549,45689,5128
20485=6690,37625,30502,34342,24865,20485
34371=6690,37977,6625,32114,35608,34371
39271=6690,33587,47618,13000,41579,39271
24417=6690,38822,38828,45443,21947,24417
48519=6690,36696,6568,35256,10246,48519
17686=6690,35653,14719,46908,31537,17686
1860=6690,2553,27424,16211,5431,1860
4315=6690,36047,19811,32042,1848,4315
10240=6690,49677,14974,4624,33647,10240
25628=6690,8896,6570,3887,358,25628
33601=6690,38214,49097,30575,49989,33601
19607=6690,48126,27872,3218,37554,19607
31512=6690,35714,1931,4234,39368,31512
31308=6690,14773,23641,47161,18318,31308
39185=6690,39577,30878,4949,14018,39185
529=6690,9076,971,39834,2680,529
4891=6690,9785,27400,14352,49609,4891
990=6690,48410,46809,2820,48790,990
9146=6690,23092,41268,35421,26819,9146
25382=6690,378,42259,17333,15129,25382
10750=6690,28759,18224,25866,49762,10750
34009=6690,4852,31837,21448,22595,34009
29535=6690,13305,11833,40180,29617,29535
8278=6690,31452,32840,4772,23441,8278
19613=6690,26778,49334,6656,12785,19613
4109=6690,11622,15057,3140,44251,4109
32771=6690,46236,25172,42878,9395,32771
10319=6690,11814,17274,15973,25438,10319
26621=6690,26623,36260,22233,17897,26621
7453=6690,36939,38812,48690,1052,7453
39935=6690,27643,45122,19908,4923,39935
47652=6690,31908,46027,45369,34934,47652
37692=6690,19897,28517,20381,45872,37692
18002=6690,3151,1670,35252,31346,18002
43252=6690,16027,12232,13430,18223,43252
12043=6690,10649,32288,18890,1661,12043
22671=6690,6735,16813,41991,32070,22671
44568=6690,22035,24980,37486,38826,44568
41924=6690,1462,17921,23665,17023,41924
23336=6690,18336,19465,479,24344,23336
10190=6690,31658,15162,15670,36349,10190
13958=6690,13032,32085,4817,36416,13958
14387=6690,22267,33214,25169,25081,14387
24674=6690,17172,18621,6992,11471,24674
7994=6690,1572,30124,8747,42402,7994
16138=6690,28442,10186,7761,14960,16138
24531=6690,46854,10008,22586,12141,24531
16847=6690,42887,4656,39193,47083,16847
20952=6690,47666,31679,44952,46792,20952
8120=6690,39847,46672,4293,21509,8120
12271=6690,7353,32318,39050,5707,12271
39514=6690,46633,14605,48832,15625,39514
17977=6690,38336,32818,39779,3618,17977
22918=6690,17913,21029,38626,25488,22918
4279=6690,41779,38591,20482,20474,4279
4287=6690,7024,4863,20238,39074,4287
37908=6690,35103,43729,21766,26729,37908
45918=6690,823,49535,7148,39852,45918
44334=6690,42049,3339,37402,21512,44334
46336=6690,35711,27880,5100,44618,46336
39689=6690,6891,35012,35713,727,39689
14209=6690,8203,38459,23356,26901,14209
49224=6690,20887,24788,18569,5059,49224
30958=6690,43667,1894,692,17032,30958
17170=6690,25144,25176,26743,19844,17170
8189=6690,21725,33143,25729,24951,8189
3294=6690,38898,44171,17024,21258,3294
11266=6690,12277,48403,27943,40347,11266
13036=6690,32849,16532,37379,30255,13036
18380=6690,37454,13119,9846,25828,18380
6122=6690,4778,31143,8892,36360,6122
33110=6690,22783,8649,3553,16753,33110
43186=6690,32559,43224,24552,10012,43186
9970=6690,42428,31417,5226,43777,9970
47388=6690,40315,594,42121,13497,47388
4470=6690,43731,7861,9330,11568,4470
18702=6690,5234,10450,26278,22831,18702
1623=6690,27330,7597,37789,19986,1623
20900=6690,4789,20647,41353,12218,20900
15502=6690,10076,15916,40932,24276,15502
8130=6690,31859,42492,10305,4043,8130
3219=6690,44428,28105,40755,23592,3219
8901=6690,21441,29904,23116,40345,8901
32618=6690,3270,44189,7284,16258,32618
41048=6690,10844,7387,29887,36167,41048
15424=6690,8206,4401,28672,38049,15424
22928=6690,36500,8735,42624,24678,22928
6113=6690,10425,4562,10708,32433,6113
34171=6690,22372,23443,24576,29039,34171
23101=6690,45336,23544,7954,4609,23101
49923=6690,32160,35139,36314,26434,49923
43616=6690,36512,2334,29067,7985,43616
31871=6690,22115,45356,41041,905,31871
29870=6690,10548,25253,49408,37768,29870
40587=6690,13799,20199,42728,4581,40587
4882=6690,8007,33532,6012,29470,4882
41712=6690,35770,22541,46333,24965,41712
24744=6690,30990,47357,38779,4986,24744
39612=6690,10108,1561,48365,24814,39612
2914=6690,30311,44395,9354,13952,2914
35013=6690,17208,3201,890,3483,35013
39107=6690,13356,29462,27500,21837,39107
27408=6690,10857,3065,46465,43397,27408
25906=6690,29026,29611,48115,38875,25906
47504=6690,34469,8493,36173,7729,47504
2898=6690,22246,22761,18263,48620,2898
11169=6690,39190,15185,12779,16841,11169
14945=6690,25233,41384,41723,44611,14945
11414=6690,36935,37566,18697,36990,11414
34930=6690,18158,10313,49293,26194,34930
10683=6690,13898,15468,45627,23471,10683
32439=6690,21030,16470,41437,9477,32439
37153=6690,26739,4846,38882,39990,37153
2201=6690,9257,40834,21198,34417,2201
14786=6690,404,4995,31838,18996,14786
19552=6690,40467,14952,46914,26410,19552
35504=6690,45963,45354,3581,44033,35504
46644=6690,29032,15682,20032,48241,46644
712=6690,45859,10925,172,45945,712
2467=6690,6161,48222,27690,7356,2467
6749=6690,10284,20911,38405,27017,6749
38037=6690,29063,7171,2230,44551,38037
10754=6690,44769,16585,33727,21377,10754
36617=6690,48278,41491,38445,19272,36617
39540=6690,6473,4660,9447,33303,39540
15024=6690,34446,38859,34416,8246,15024
16957=6690,43803,19409,34836,43287,16957
22312=6690,45580,1294,40080,7636,22312
26403=6690,32138,33206,38264,8391,26403
36175=6690,6222,41815,112,517,36175
40479=6690,43858,31507,22217,21093,40479
822=6690,35851,41909,15943,38114,822
36438=6690,2876,35935,11427,23866,36438
34800=6690,21906,8361,7577,1248,34800
4873=6690,23316,7944,43452,11715,4873
20043=6690,13331,46598,6825,32984,20043
15759=6690,23737,47300,40211,13534,15759
39437=6690,3018,7875,876,36820,39437
22549=6690,21471,15210,25100,29779,22549
7893=6690,41381,49472,43583,19787,7893
22973=6690,10849,34042,49978,36503,22973
30259=6690,3740,42433,17066,47819,30259
33871=6690,31886,10163,34358,49034,33871
45293=6690,7691,16781,25407,2085,45293
44119=6690,42992,28507,7414,37995,44119
30712=6690,27590,11222,7879,6249,30712
22895=6690,9306,49643,42707,34311,22895
5179=6690,30315,38449,40356,35466,5179
25219=6690,36469,25808,6427,514,25219
35669=6690,2522,45905,3138,45010,35669
7839=6690,30904,5671,14509,38981,7839
29126=6690,18812,47418,16657,20959,29126
8010=6690,9337,18853,32103,13083,8010
36827=6690,26604,40438,17718,11161,36827
5838=6690,34337,22801,6971,27434,5838
6298=6690,18543,6528,16721,11567,6298
299=6690,25788,34300,45197,17550,299
38701=6690,42501,36466,24697,13648,38701
38825=6690,9656,3113,5320,46664,38825
2843=6690,10485,32305,45071,20372,2843
28497=6690,39982,18710,36507,7031,28497
791=6690,30324,9519,29608,42257,791
49896=6690,42341,22396,16337,39516,49896
28769=6690,47235,17640,10352,22833,28769
30629=6690,35452,14651,8183,43311,30629
25507=6690,45988,20125,40899,28799,25507
5594=6690,37906,19513,48956,46155,5594
31316=6690,3407,7588,34336,46855,31316
25352=6690,9373,6595,15696,46660,25352
36666=6690,8197,43862,34211,35281,36666
17239=6690,2986,33231,43886,19410,17239
40556=6690,22140,28167,34547,21426,40556
37338=6690,27381,16002,8060,129,37338
38635=6690,13845,29901,46133,8141,38635
8612=6690,19691,40934,12642,48167,8612
44676=6690,24689,15141,21718,14860,44676
30294=6690,32708,7390,21708,21464,30294
42564=6690,18746,44731,1914,27380,42564
37470=6690,48436,19915,20594,34765,37470
304=6690,36886,37475,40923,34535,304
34145=6690,23850,21764,25592,44079,34145
24449=6690,7201,44831,7653,41995,24449
39730=6690,23886,1993,429,39693,39730
32180=6690,47133,7182,48685,31243,32180
24222=6690,6596,4834,43020,6726,24222
27271=6690,42353,183,16719,27355,27271
46317=6690,10660,12372,22197,4668,46317
39301=6690,12485,12189,19357,22776,39301
29709=6690,27746,17354,17918,14064,29709
25607=6690,5258,8387,38314,43746,25607
12719=6690,46343,32195,46954,38761,12719
11729=6690,11580,7809,32304,12051,11729
10247=6690,41872,41056,37724,39324,10247
12123=6690,41290,22830,45573,11077,12123
9485=6690,46248,4218,23666,31568,9485
5286=6690,33179,19560,3358,25394,5286
11699=6690,26959,33482,43183,45729,11699
25927=6690,20623,30185,38951,26287,25927
21609=6690,35225,48268,33860,26445,21609
27958=6690,2422,3040,37188,23486,27958
31244=6690,37763,976,21691,20107,31244
18877=6690,28833,43225,28875,3763,18877
12457=6690,38619,25825,30174,4702,12457
40980=6690,26547,26931,49575,38,40980
13013=6690,34451,45718,10428,42495,13013
18667=6690,39848,27233,19632,46565,18667
23782=6690,14188,57,49465,44656,23782
37538=6690,29481,7656,15799,47557,37538
32492=6690,35170,21255,10386,25901,32492
49918=6690,11628,31313,46014,15404,49918
46847=6690,45373,1581,17882,6782,46847
13515=6690,22310,20840,2731,11048,13515
40511=6690,39937,23617,43338,11376,40511
48656=6690,42902,3586,44424,28688,48656
449=6690,48008,22087,30327,42188,449
8779=6690,18198,31086,34607,17074,8779
13742=6690,5346,34899,41226,21641,13742
49372=6690,6938,40783,28634,11908,49372
17948=6690,31273,1343,2347,21498,17948
31336=6690,3366,19542,47792,45454,31336
29633=6690,789,2443,23698,1640,29633
30701=6690,466,5224,10941,33381,30701
24708=6690,32008,29506,28370,3873,24708
21867=6690,36432,31226,8839,42939,21867
22888=6690,20434,19021,29502,5716,22888
31076=6690,21796,19209,11041,27263,31076
24239=6690,10414,22212,44726,27018,24239
19856=6690,25716,44619,26444,36026,19856
35445=6690,30508,12003,32681,41354,35445
28212=6690,8908,33658,2555,43395,28212
962=6690,43715,40221,25142,10560,962
38612=6690,14349,47878,14579,23595,38612
46507=6690,36734,6527,36317,20472,46507
39336=6690,38888,49564,45040,16877,39336
29024=6690,36489,33272,42509,21717,29024
12654=6690,43459,45414,21625,20251,12654
15966=6690,8960,42875,9854,41377,15966
6880=6690,13911,34076,42256,39907,6880
32333=6690,10570,30999,35844,45515,32333
45156=6690,8036,39702,9652,35261,45156
33783=6690,14830,31951,23785,18353,33783
10549=6690,9294,37185,29331,17956,10549
25804=6690,37016,30050,12416,16675,25804
15920=6690,39916,45579,33664,45255,15920
4754=6690,39495,33007,38302,40468,4754
12729=6690,48614,30187,7517,7812,12729
17565=6690,19168,44473,48207,46046,17565
39256=6690,20479,6134,15174,6904,39256
47097=6690,5676,18287,20882,3891,47097
14135=6690,25966,48913,12012,9708,14135
1613=6690,46324,17878,23060,43809,1613
5257=6690,47144,48551,41487,4942,5257
11919=6690,36902,21887,25981,39484,11919
35426=6690,28887,23680,15289,39208,35426
30425=6690,37790,17221,44242,41086,30425
21181=6690,31703,45704,39325,47467,21181
7179=6690,46435,35054,33200,8144,7179
10888=6690,18186,1526,36885,18881,10888
31779=6690,41507,33895,9435,47772,31779
42846=6690,48306,31904,43713,25494,42846
25497=6690,45384,30548,47154,45739,25497
12033=6690,30036,15170,38869,8509,12033
17603=6690,4651,29048,23199,4282,17603
28156=6690,40166,25490,23184,29741,28156
11752=6690,24521,5302,29335,22030,11752
43279=6690,9004,10018,19945,25884,43279
4988=6690,31520,39891,41617,22835,4988
13344=6690,5501,4182,18755,15588,13344
27289=6690,41698,36364,14522,49092,27289
3289=6690,24484,49493,40927,22687,3289
42171=6690,44852,9094,19841,27804,42171
15614=6690,23884,35011,17438,24385,15614
5506=6690,45813,39299,12159,3812,5506
5333=6690,18270,8737,2512,21787,5333
26616=6690,38369,27022,47581,13587,26616
17803=6690,39549,5568,16956,27067,17803
38001=6690,42059,33282,11106,1625,38001
39550=6690,22395,6994,19294,39384,39550
47973=6690,44876,48489,13609,44094,47973
47979=6690,19219,470,49019,8073,47979
24242=6690,3825,5656,38165,29790,24242
47362=6690,27236,13137,28235,40916,47362
36643=6690,15134,18171,21083,26204,36643
37372=6690,32342,4300,21802,16676,37372
32537=6690,24975,7048,11255,39013,32537
48424=6690,33782,9615,33241,33044,48424
11444=6690,28675,38877,7406,35358,11444
43418=6690,42783,34661,32897,11205,43418
22841=6690,30522,14160,13159,35866,22841
17075=6690,32134,4857,23525,7450,17075
41730=6690,40597,7435,48798,41080,41730
37463=6690,11890,25973,37758,1156,37463
49683=6690,5786,16346,8924,1900,49683
17917=6690,38667,44621,49617,46944,17917
33506=6690,31234,19877,26537,31845,33506
45206=6690,46129,28577,17911,42439,45206
45534=6690,44050,24878,7962,9113,45534
16295=6690,47680,43307,32919,28762,16295
44738=6690,15680,933,40427,2642,44738
17157=6690,30571,30779,16286,29589,17157
18079=6690,1423,35542,49055,34510,18079
22840=6690,19110,45523,15679,2442,22840
7949=6690,47608,41138,43379,23387,7949
48599=6690,2994,48432,22014,5182,48599
43791=6690,38086,30022,5446,42268,43791
4713=6690,23801,4838,42303,24520,4713
39638=6690,16477,16697,40485,11947,39638
27034=6690,48997,45584,42270,24967,27034
12308=6690,9356,37511,17001,8004,12308
31439=6690,10109,29228,7905,19094,31439
22550=6690,4761,45524,45114,33062,22550
8926=6690,18360,28654,25004,12711,8926
36912=6690,41117,33530,24728,41527,36912
2663=6690,12925,2775,2135,46031,2663
5136=6690,27705,26040,25945,15186,5136
43001=6690,26268,14543,24103,49510,43001
10340=6690,27775,35142,28930,9128,10340
29113=6690,17335,44877,47763,26133,29113
13740=6690,24253,11946,27586,37110,13740
46011=6690,11243,36424,6167,44529,46011
39626=6690,30545,5345,13065,39706,39626
13699=6690,30587,24801,39126,33806,13699
6819=6690,28405,1563,9516,29512,6819
38805=6690,41134,11522,33043,28339,38805
35895=6690,42977,37321,21750,8465,35895
10361=6690,15831,19557,44878,20554,10361
9198=6690,13707,23804,3927,17853,9198
46456=6690,36598,23273,24730,29822,46456
33856=6690,3675,39134,17011,9176,33856
39285=6690,5738,44859,34234,9752,39285
40728=6690,15522,43173,32050,43767,40728
18704=6690,40445,41269,33153,25439,18704
29096=6690,32474,48838,9359,19672,29096
47049=6690,34554,35249,16920,18378,47049
27195=6690,37798,10230,21453,11368,27195
13530=6690,43076,37781,34228,31186,13530
9379=6690,13729,45402,44662,16895,9379
24362=6690,28625,35229,15488,43052,24362
21162=6690,9389,38139,2531,43375,21162
4363=6690,45191,25119,20296,21033,4363
35638=6690,44862,5883,16142,42888,35638
3526=6690,39393,26608,33520,40808,3526
153=6690,6588,20457,15124,49225,153
42732=6690,29614,8917,28758,9862,42732
41954=6690,22080,17392,44034,11880,41954
35861=6690,12230,6788,38693,10858,35861
21973=6690,19381,22004,31744,27657,21973
42118=6690,40756,31081,24399,1521,42118
4299=6690,12951,25461,33969,12840,4299
33102=6690,19047,38597,19984,20689,33102
33471=6690,43131,6441,19996,37132,33471
40300=6690,22298,16546,2624,49376,40300
9027=6690,44863,26395,10266,45236,9027
19644=6690,13687,39955,34926,45996,19644
24720=6690,32322,39300,12852,14533,24720
46476=6690,16332,13268,23416,34356,46476
22732=6690,40182,7228,8660,8792,22732
2189=6690,32424,3189,2730,15207,2189
38995=6690,2935,29203,29351,33173,38995
8633=6690,2755,3481,40136,36049,8633
20484=6690,46325,6694,3843,525,20484
47331=6690,39375,4673,2654,44570,47331
28743=6690,17690,45714,47234,16237,28743
31716=6690,11506,12982,31788,2704,31716
