959=19756,15060,2551,258,959
18859=19756,1694,19944,15615,18859
18143=19756,15933,11110,1883,18143
8873=19756,17267,14905,15107,8873
17224=19756,16114,7159,6511,17224
8220=19756,16954,2976,8986,8220
158=19756,15745,4280,8099,158
7939=19756,12895,281,13567,7939
4203=19756,12328,900,5248,4203
16277=19756,7710,19081,18661,16277
18475=19756,13141,4144,18397,18475
13=19756,5478,17108,14478,13
15005=19756,10373,13505,2343,15005
13607=19756,5915,3010,6645,13607
2070=19756,7573,16895,13596,2070
11146=19756,11639,11577,13830,11146
6192=19756,16181,4944,2528,6192
10641=19756,10108,16387,7315,10641
15673=19756,7805,3770,11331,15673
3930=19756,6314,17020,18361,3930
12779=19756,3078,7349,9292,12779
6738=19756,18528,12027,19754,6738
16687=19756,2879,17210,615,16687
6523=19756,8626,2716,1241,6523
5972=19756,16868,14142,6430,5972
8738=19756,2797,12316,5525,8738
15162=19756,19278,18735,14485,15162
4863=19756,8291,8531,7689,4863
2851=19756,7800,17497,4665,2851
4696=19756,7550,1064,339,4696
15905=19756,762,8648,17617,15905
5304=19756,4091,2779,9302,5304
13613=19756,11031,15593,19986,13613
311=19756,3968,12760,13522,311
19781=19756,18590,11629,13136,19781
15597=19756,18791,12329,3449,15597
17775=19756,12060,13894,13911,17775
732=19756,15645,18639,11332,732
17609=19756,18476,10784,11151,17609
3027=19756,2560,11370,19097,3027
1011=19756,785,19356,10797,1011
10390=19756,14815,524,17760,10390
18874=19756,11315,4558,4550,18874
19858=19756,13581,6284,4198,19858
7744=19756,12679,11794,7894,7744
112=19756,5281,13500,17494,112
4602=19756,11464,1102,2250,4602
11094=19756,16082,19044,14935,11094
3565=19756,11665,15150,10301,3565
12395=19756,18227,4018,7585,12395
11530=19756,8605,12534,18268,11530
9336=19756,4163,6912,18984,9336
18030=19756,15076,2403,17754,18030
7694=19756,13103,11762,10039,7694
15548=19756,1829,18688,283,15548
1035=19756,9500,1742,12349,1035
11000=19756,15310,7196,1586,11000
5538=19756,17976,9990,10077,5538
6903=19756,6869,13628,1599,6903
1671=19756,3307,7384,7359,1671
13269=19756,2579,6811,9140,13269
1855=19756,7478,18352,9995,1855
12288=19756,3388,15135,17720,12288
12103=19756,13705,3665,2386,12103
19941=19756,4869,5090,11466,19941
1782=19756,3095,2944,1252,1782
1150=19756,9581,462,2771,1150
10969=19756,3834,11967,11358,10969
14934=19756,2285,2051,10518,14934
12376=19756,9825,8529,7546,12376
1967=19756,12173,8558,13906,1967
19538=19756,3423,334,17686,19538
18396=19756,16206,1275,2,18396
9243=19756,3144,17710,16047,9243
302=19756,15008,15580,15470,302
18198=19756,3419,16283,1091,18198
5616=19756,1267,19309,14882,5616
1721=19756,7222,13484,4590,1721
7114=19756,39,8545,6243,7114
1585=19756,1974,10465,2730,1585
6337=19756,4854,9011,19152,6337
2152=19756,10179,10505,7960,2152
319=19756,9482,12541,4224,319
9051=19756,1725,3998,19114,9051
18851=19756,17421,13508,9250,18851
9313=19756,12880,4739,9065,9313
5722=19756,4755,15632,1429,5722
3802=19756,708,19841,1192,3802
12690=19756,13681,12822,11445,12690
18950=19756,17781,2605,15984,18950
3732=19756,4185,2060,11764,3732
10028=19756,9212,13784,11033,10028
553=19756,15001,9690,18354,553
8273=19756,893,12337,11149,8273
976=19756,15616,7467,18458,976
1996=19756,5391,3645,8055,1996
12635=19756,88,14690,13113,12635
19687=19756,11457,11403,11130,19687
4294=19756,4805,7693,11597,4294
8464=19756,13002,6020,16214,8464
7904=19756,13669,3902,18036,7904
19772=19756,8375,15993,11619,19772
11408=19756,10968,16788,7044,11408
13257=19756,13689,2992,7010,13257
18708=19756,5493,364,14290,18708
7959=19756,17320,10542,8063,7959
19517=19756,15147,7282,6111,19517
6535=19756,8147,8618,15571,6535
17209=19756,2419,7526,15196,17209
14408=19756,1590,3594,5701,14408
1631=19756,7668,1090,12725,1631
13641=19756,15374,16658,15000,13641
18428=19756,19422,612,14515,18428
1441=19756,12800,14852,13763,1441
6950=19756,2927,659,17122,6950
18070=19756,18027,4680,7140,18070
3720=19756,11923,8454,1981,3720
11690=19756,13296,14004,13107,11690
8058=19756,16669,9575,13070,8058
15370=19756,2758,17028,2154,15370
10976=19756,12321,13341,4009,10976
17569=19756,7595,8930,8552,17569
13089=19756,5825,610,791,13089
16149=19756,4271,17384,6023,16149
16934=19756,10073,18976,17707,16934
505=19756,15043,6703,7226,505
16542=19756,828,12025,10744,16542
4539=19756,1985,16421,3832,4539
794=19756,12831,19584,6036,794
12669=19756,4794,12997,3925,12669
5180=19756,2865,8802,10746,5180
14089=19756,13606,341,19599,14089
9489=19756,6218,8649,7989,9489
16040=19756,14144,13554,13017,16040
17601=19756,12722,18197,6181,17601
7311=19756,17926,19673,7934,7311
10120=19756,9102,15325,2559,10120
12140=19756,1803,6759,1237,12140
10603=19756,4566,11200,8778,10603
18522=19756,17212,13401,9896,18522
18080=19756,13821,3729,16413,18080
7403=19756,19869,12073,8763,7403
8054=19756,647,6990,12389,8054
16425=19756,3937,12273,9462,16425
8467=19756,9124,14652,3610,8467
2019=19756,17516,7288,16555,2019
7409=19756,15010,1691,7318,7409
434=19756,10009,11378,11074,434
15813=19756,1301,3210,7021,15813
8387=19756,18357,18553,14149,8387
10781=19756,19585,1270,15766,10781
1209=19756,16372,6901,9474,1209
3962=19756,13339,8519,5992,3962
3757=19756,17937,9021,5455,3757
16537=19756,4579,9235,4563,16537
9847=19756,1851,19115,15122,9847
5619=19756,5297,802,10254,5619
13927=19756,14303,12435,2772,13927
11313=19756,13502,12923,12525,11313
19824=19756,6471,11929,3953,19824
8440=19756,10964,17225,14946,8440
5316=19756,1937,16717,6434,5316
11468=19756,19007,9927,3850,11468
10870=19756,11112,2014,6195,10870
13168=19756,18657,18034,5888,13168
11625=19756,10396,10094,13608,11625
2843=19756,1361,14181,8878,2843
12769=19756,6620,16768,8959,12769
12391=19756,6135,7821,7489,12391
861=19756,11907,4818,15159,861
11748=19756,1083,15446,3227,11748
9638=19756,19398,5575,14812,9638
10889=19756,12810,10936,5577,10889
19990=19756,19839,18035,10034,19990
13388=19756,13872,17709,9830,13388
5858=19756,18435,3442,1963,5858
826=19756,19502,1368,9461,826
15483=19756,9578,5420,10644,15483
10118=19756,11573,5885,12902,10118
9437=19756,1959,24,10956,9437
14467=19756,17982,9247,1750,14467
19694=19756,801,4164,5164,19694
1833=19756,9597,3517,14675,1833
7238=19756,18207,18887,4524,7238
13048=19756,8589,9188,6151,13048
9762=19756,528,11102,4031,9762
7320=19756,7109,3172,11381,7320
3168=19756,19228,16516,19075,3168
10510=19756,5840,17207,10010,10510
9032=19756,8789,7215,3529,9032
19958=19756,4526,18697,17405,19958
15527=19756,5006,18527,4530,15527
9772=19756,8836,14586,3110,9772
16484=19756,16176,19133,11663,16484
9713=19756,931,755,9675,9713
9365=19756,2634,11325,17761,9365
11668=19756,19242,8261,3122,11668
11820=19756,10563,3967,7362,11820
525=19756,13750,4658,19392,525
10100=19756,4184,5860,2711,10100
17002=19756,10309,11851,12087,17002
18457=19756,15208,11827,19199,18457
9928=19756,7973,11433,7271,9928
13061=19756,6724,1828,12942,13061
2568=19756,10582,1759,12645,2568
11415=19756,10837,5761,6432,11415
14636=19756,5816,6857,11391,14636
15816=19756,10500,6421,14488,15816
2274=19756,18010,14365,14632,2274
7469=19756,8150,2062,1741,7469
11371=19756,13362,8321,10907,11371
16574=19756,5815,17578,5649,16574
3472=19756,4131,16084,14286,3472
4318=19756,15259,12745,5161,4318
16932=19756,1052,15206,19653,16932
17912=19756,19795,7260,9246,17912
18313=19756,961,18445,9128,18313
740=19756,11455,14597,15169,740
1749=19756,5747,11740,902,1749
4147=19756,14225,9029,17197,4147
10209=19756,4534,12796,11880,10209
13688=19756,18700,14075,16191,13688
17128=19756,6436,8289,908,17128
14778=19756,5195,16326,18514,14778
13428=19756,3102,14860,11375,13428
2665=19756,14843,9001,715,2665
7405=19756,7352,7440,11980,7405
10529=19756,6841,4342,9549,10529
2074=19756,14244,15710,17279,2074
16350=19756,13547,2890,18106,16350
2039=19756,12890,5991,17203,2039
19588=19756,12953,5110,17563,19588
6792=19756,2574,11913,12930,6792
17783=19756,4510,6957,918,17783
3807=19756,4593,635,8543,3807
19368=19756,13108,16964,12116,19368
17834=19756,14712,9716,11671,17834
6662=19756,2491,10019,15890,6662
4437=19756,13861,798,11617,4437
19357=19756,14161,6009,6405,19357
19006=19756,9839,17408,12632,19006
16878=19756,9309,1986,16183,16878
9829=19756,3084,2603,15934,9829
19304=19756,5461,2022,7841,19304
9939=19756,9184,15265,14923,9939
6749=19756,19581,11109,5700,6749
1820=19756,9073,10122,15863,1820
17698=19756,16163,14487,19183,17698
13787=19756,18526,11904,15168,13787
19740=19756,2724,4652,2106,19740
4401=19756,13358,18637,12555,4401
16797=19756,12649,1623,12133,16797
15061=19756,2239,11167,13391,15061
8532=19756,12319,114,8095,8532
8073=19756,2412,1832,238,8073
4102=19756,14169,8818,4780,4102
18861=19756,19163,12398,1810,18861
6368=19756,17164,8511,9209,6368
3511=19756,13899,12213,8103,3511
18202=19756,2236,5989,25,18202
16301=19756,11077,625,2127,16301
13959=19756,6339,9979,13043,13959
19263=19756,7025,8716,5037,19263
6311=19756,1549,2453,13157,6311
9553=19756,1655,16238,14127,9553
10878=19756,17866,4472,10999,10878
9667=19756,17849,19099,31,9667
10011=19756,8250,10097,3026,10011
12894=19756,9182,17073,11636,12894
4305=19756,7702,8516,8164,4305
10823=19756,15599,16799,18684,10823
5313=19756,5634,12776,184,5313
15492=19756,4554,949,3527,15492
5031=19756,15660,280,882,5031
5167=19756,15966,17287,14626,5167
4040=19756,13147,12498,3949,4040
16576=19756,10285,2626,4819,16576
5476=19756,4715,18452,3281,5476
7913=19756,10430,9364,7150,7913
3255=19756,15324,7024,9435,3255
19440=19756,16817,7560,13563,19440
7700=19756,3319,15872,409,7700
12893=19756,6076,1521,9312,12893
13092=19756,17952,12651,12276,13092
16830=19756,4576,18802,4251,16830
5131=19756,12216,2204,9334,5131
12269=19756,4088,14677,7328,12269
8559=19756,13875,3287,18723,8559
13678=19756,3188,19290,16487,13678
2275=19756,10308,1455,15663,2275
5333=19756,7217,3619,4435,5333
7495=19756,1910,4118,2292,7495
2313=19756,9801,4291,18779,2313
7912=19756,7398,19803,1473,7912
10632=19756,2278,13404,19223,10632
8998=19756,15479,4298,879,8998
13246=19756,11010,6529,8639,13246
18434=19756,16549,700,19719,18434
17290=19756,12999,453,3137,17290
8388=19756,15477,9545,10604,8388
18330=19756,19540,4740,19402,18330
3035=19756,6221,11950,10727,3035
15641=19756,8322,9753,1888,15641
11098=19756,13733,13348,14203,11098
11586=19756,16362,14279,9163,11586
1234=19756,9689,3226,4159,1234
4710=19756,8302,3668,9631,4710
14758=19756,11314,13515,9037,14758
12685=19756,4082,12311,982,12685
10905=19756,16130,604,13848,10905
3406=19756,5175,3093,3991,3406
6564=19756,8474,5953,12712,6564
18176=19756,11651,14332,19087,18176
10328=19756,9385,13668,15504,10328
2472=19756,13426,18917,6629,2472
17661=19756,10922,19559,19560,17661
2413=19756,8964,3710,17738,2413
3712=19756,15200,12912,5104,3712
415=19756,5737,9465,5949,415
15408=19756,6665,5551,18670,15408
4777=19756,1614,12018,8513,4777
2873=19756,13180,19815,17899,2873
1104=19756,12163,5308,3537,1104
8629=19756,19529,9985,14056,8629
16849=19756,13275,14559,2798,16849
13593=19756,17033,9265,9492,13593
967=19756,2769,5432,5650,967
4014=19756,11707,18732,6285,4014
10857=19756,7810,8045,15686,10857
4700=19756,12006,7071,10213,4700
2409=19756,4037,3171,17008,2409
19501=19756,18869,5675,19012,19501
16271=19756,8845,18496,11254,16271
17097=19756,13272,9786,6725,17097
7203=19756,19553,18860,3202,7203
7127=19756,4423,16626,8064,7127
5112=19756,18327,8750,10143,5112
5213=19756,14172,19346,16870,5213
14805=19756,14373,440,6400,14805
7514=19756,17580,3246,11326,7514
8661=19756,14022,15296,6249,8661
13586=19756,13407,17429,16473,13586
403=19756,12323,6947,19587,403
13979=19756,7335,14862,10734,13979
14070=19756,3826,6933,8679,14070
772=19756,4120,310,1097,772
11300=19756,7825,16144,3941,11300
3926=19756,876,14560,11040,3926
4388=19756,13477,3187,14211,4388
11559=19756,15279,1152,13472,11559
10054=19756,14532,75,15852,10054
18909=19756,15020,7659,15596,18909
14166=19756,4183,8132,16071,14166
16459=19756,17587,13662,16647,16459
18726=19756,12974,1433,8139,18726
1397=19756,18301,12086,2996,1397
10326=19756,13569,18230,18557,10326
13212=19756,4085,12450,4950,13212
4646=19756,6340,3858,15804,4646
3500=19756,3643,16824,6714,3500
729=19756,4883,3342,16312,729
15401=19756,1841,17109,14514,15401
9028=19756,1337,4549,8544,9028
16604=19756,1057,5502,15288,16604
14386=19756,3141,15081,18988,14386
11451=19756,19769,8356,12991,11451
4727=19756,2225,5810,5057,4727
14468=19756,1642,16310,12556,14468
13886=19756,17319,2994,18407,13886
8694=19756,13006,13878,9104,8694
12546=19756,8924,16741,15123,12546
14314=19756,12773,4983,6649,14314
12975=19756,4977,9515,3705,12975
5586=19756,2037,13963,10896,5586
15685=19756,2391,2868,8240,15685
15990=19756,103,7128,18883,15990
15396=19756,3893,980,18398,15396
7280=19756,9564,14098,5282,7280
7667=19756,3029,7317,4297,7667
9304=19756,6106,2463,19146,9304
2977=19756,16816,3264,6273,2977
1686=19756,18187,14000,16123,1686
16674=19756,10662,18356,15464,16674
10754=19756,4781,9114,14971,10754
2548=19756,7285,13115,8015,2548
3570=19756,5029,10628,5705,3570
14254=19756,193,5188,12464,14254
14547=19756,2461,13214,11868,14547
18696=19756,10196,13616,7353,18696
17869=19756,5645,14334,18028,17869
9607=19756,18580,14481,13007,9607
15049=19756,6479,5970,17133,15049
9604=19756,3249,17392,19499,9604
724=19756,5690,18175,16688,724
3091=19756,4490,1466,3681,3091
10932=19756,12104,15033,16243,10932
9023=19756,16415,7763,2374,9023
12014=19756,19922,18796,7267,12014
19906=19756,11749,8524,6532,19906
2421=19756,10743,10695,13753,2421
16652=19756,7988,15611,14885,16652
15753=19756,5126,16679,565,15753
14424=19756,4750,2143,18453,14424
11183=19756,5311,10829,18059,11183
11895=19756,13174,16225,13382,11895
11543=19756,12010,10131,13574,11543
10680=19756,1633,15299,10225,10680
1344=19756,13533,14155,14076,1344
2532=19756,2606,10562,5068,2532
18449=19756,13565,6748,9518,18449
1121=19756,18480,11278,8810,1121
7993=19756,7640,11039,3698,7993
3794=19756,15965,3280,6611,3794
13001=19756,16257,12933,9971,13001
6128=19756,7064,16939,3409,6128
428=19756,14517,14214,19623,428
15463=19756,12973,18916,7507,15463
8429=19756,19549,3193,10943,8429
19231=19756,18753,1838,17934,19231
5300=19756,12493,14053,5041,5300
2886=19756,6082,6185,6907,2886
4853=19756,2451,12692,16049,4853
17038=19756,17987,5745,5930,17038
4918=19756,5467,6924,7380,4918
1801=19756,768,14198,14655,1801
8328=19756,15179,19026,16109,8328
19956=19756,7336,1393,9832,19956
17160=19756,10004,16616,13766,17160
1282=19756,12400,14165,19852,1282
18142=19756,13728,19061,655,18142
12593=19756,11647,2477,14255,12593
15681=19756,10950,7277,13914,15681
136=19756,18554,3363,17329,136
10803=19756,17327,9973,8723,10803
5487=19756,12879,7737,10171,5487
11152=19756,18393,7742,19194,11152
17074=19756,19873,6648,19806,17074
1003=19756,6769,6572,9724,1003
1325=19756,8633,19454,13320,1325
7279=19756,7240,18276,12992,7279
13623=19756,16941,16716,12582,13623
173=19756,16364,14524,19709,173
5352=19756,2342,6676,8893,5352
5706=19756,14318,7898,9717,5706
5846=19756,5751,11196,14826,5846
8936=19756,11339,15964,16551,8936
13818=19756,8125,5725,14146,13818
6674=19756,8202,6830,9586,6674
4447=19756,15070,8542,4049,4447
13665=19756,631,996,3687,13665
5997=19756,14827,2556,17409,5997
602=19756,4922,10233,3160,602
15268=19756,10185,6940,17293,15268
13952=19756,2803,11989,6838,13952
13270=19756,5246,607,7775,13270
14012=19756,17407,691,2833,14012
13182=19756,19218,284,13035,13182
11758=19756,10767,6768,14777,11758
3806=19756,9585,8858,122,3806
5453=19756,1242,7748,11025,5453
9263=19756,1495,11859,15714,9263
2590=19756,6122,13128,3785,2590
4258=19756,19224,3344,6555,4258
9210=19756,10846,7996,2345,9210
9797=19756,11662,18567,5141,9797
13769=19756,11276,14113,16581,13769
3355=19756,11536,3097,8176,3355
3390=19756,19937,2583,16395,3390
5768=19756,237,11849,19706,5768
13347=19756,6904,10022,4859,13347
6515=19756,4731,11298,12471,6515
10739=19756,17070,10920,10147,10739
14941=19756,6357,2718,11539,14941
7166=19756,10506,11481,10991,7166
4547=19756,12146,12586,6677,4547
9061=19756,4227,3585,2079,9061
7762=19756,19172,10036,8579,7762
15022=19756,1125,2401,7733,15022
15728=19756,3166,12887,7780,15728
14932=19756,6072,5259,14985,14932
